0.000e+00	-5.55555555555555555555555555556e-2	0
1.000e-06	-5.55600563656080873042301391445e-2	0
2.000e-06	-5.55645587959761596650913836419e-2	0
3.000e-06	-5.55690628469762765221385847666e-2	0
4.000e-06	-5.55735685189259934967173981898e-2	0
5.000e-06	-5.55780758121439189373589077123e-2	0
6.000e-06	-5.55825847269497149151178540334e-2	0
7.000e-06	-5.55870952636640982244073944912e-2	0
8.000e-06	-5.55916074226088413893425044219e-2	0
9.000e-06	-5.55961212041067736756042201199e-2	0
1.000e-05	-5.56006366084817821078370132568e-2	0
1.100e-05	-5.56051536360588124925916767670e-2	0
1.200e-05	-5.56096722871638704468261927694e-2	0
1.300e-05	-5.56141925621240224319771440391e-2	0
1.400e-05	-5.56187144612673967936143217719e-2	0
1.500e-05	-5.56232379849231848066912740511e-2	0
1.600e-05	-5.56277631334216417264046314467e-2	0
1.700e-05	-5.56322899070940878446751385238e-2	0
1.800e-05	-5.56368183062729095522634128428e-2	0
1.900e-05	-5.56413483312915604065335461332e-2	0
2.000e-05	-5.56458799824845622048777558609e-2	0
2.100e-05	-5.56504132601875060638153893283e-2	0
2.200e-05	-5.56549481647370535037796767069e-2	0
2.300e-05	-5.56594846964709375396057241351e-2	0
2.400e-05	-5.56640228557279637767333330752e-2	0
2.500e-05	-5.56685626428480115131383276113e-2	0
2.600e-05	-5.56731040581720348470061672715e-2	0
2.700e-05	-5.56776471020420637901617192408e-2	0
2.800e-05	-5.56821917748012053872691605692e-2	0
2.900e-05	-5.56867380767936448408160780512e-2	0
3.000e-05	-5.56912860083646466418959310533e-2	0
3.100e-05	-5.56958355698605557068031404894e-2	0
3.200e-05	-5.57003867616287985194551655492e-2	0
3.300e-05	-5.57049395840178842796560285885e-2	0
3.400e-05	-5.57094940373774060572158478705e-2	0
3.500e-05	-5.57140501220580419519410375070e-2	0
3.600e-05	-5.57186078384115562595099340761e-2	0
3.700e-05	-5.57231671867908006432487099994e-2	0
3.800e-05	-5.57277281675497153118225347431e-2	0
3.900e-05	-5.57322907810433302028570463978e-2	0
4.000e-05	-5.57368550276277661725052981301e-2	0
4.100e-05	-5.57414209076602361909754463802e-2	0
4.200e-05	-5.57459884214990465440345505067e-2	0
4.300e-05	-5.57505575695035980405039569681e-2	0
4.400e-05	-5.57551283520343872257618448370e-2	0
4.500e-05	-5.57597007694530076012686137975e-2	0
4.600e-05	-5.57642748221221508501309004421e-2	0
4.700e-05	-5.57688505104056080687201140071e-2	0
4.800e-05	-5.57734278346682710043614883280e-2	0
4.900e-05	-5.57780067952761332991097530969e-2	0
5.000e-05	-5.57825873925962917396276342404e-2	0
5.100e-05	-5.57871696269969475131835007809e-2	0
5.200e-05	-5.57917534988474074697846597660e-2	0
5.300e-05	-5.57963390085180853904624693802e-2	0
5.400e-05	-5.58009261563805032617257658365e-2	0
5.500e-05	-5.58055149428072925562043128796e-2	0
5.600e-05	-5.58101053681721955194829209864e-2	0
5.700e-05	-5.58146974328500664631706279087e-2	0
5.800e-05	-5.58192911372168730641937025332e-2	0
5.900e-05	-5.58238864816496976703505137811e-2	0
6.000e-05	-5.58284834665267386121275432198e-2	0
6.100e-05	-5.58330820922273115208172084055e-2	0
6.200e-05	-5.58376823591318506529284183575e-2	0
6.300e-05	-5.58422842676219102209357837580e-2	0
6.400e-05	-5.58468878180801657303250007180e-2	0
6.500e-05	-5.58514930108904153231213045392e-2	0
6.600e-05	-5.58560998464375811275910915648e-2	0
6.700e-05	-5.58607083251077106145265158789e-2	0
6.800e-05	-5.58653184472879779598696120380e-2	0
6.900e-05	-5.58699302133666854137404425899e-2	0
7.000e-05	-5.58745436237332646759682387148e-2	0
7.100e-05	-5.58791586787782782780579478515e-2	0
7.200e-05	-5.58837753788934209716625048964e-2	0
7.300e-05	-5.58883937244715211235429760144e-2	0
7.400e-05	-5.58930137159065421170726580985e-2	0
7.500e-05	-5.58976353535935837602733580074e-2	0
7.600e-05	-5.59022586379288837004233936065e-2	0
7.700e-05	-5.59068835693098188452371011832e-2	0
7.800e-05	-5.59115101481349067906593159996e-2	0
7.900e-05	-5.59161383748038072552726144914e-2	0
8.000e-05	-5.59207682497173235213528276128e-2	0
8.100e-05	-5.59253997732774038825754819487e-2	0
8.200e-05	-5.59300329458871430984154943128e-2	0
8.300e-05	-5.59346677679507838552394696809e-2	0
8.400e-05	-5.59393042398737182341242075800e-2	0
8.500e-05	-5.59439423620624891854118749659e-2	0
8.600e-05	-5.59485821349247920100315166172e-2	0
8.700e-05	-5.59532235588694758476017484505e-2	0
8.800e-05	-5.59578666343065451713357285859e-2	0
8.900e-05	-5.59625113616471612897728423561e-2	0
9.000e-05	-5.59671577413036438553498884988e-2	0
9.100e-05	-5.59718057736894723798449385421e-2	0
9.200e-05	-5.59764554592192877567041299882e-2	0
9.300e-05	-5.59811067983088937902783802912e-2	0
9.400e-05	-5.59857597913752587319909847001e-2	0
9.500e-05	-5.59904144388365168234534750944e-2	0
9.600e-05	-5.59950707411119698465595222964e-2	0
9.700e-05	-5.59997286986220886805708623826e-2	0
9.800e-05	-5.60043883117885148662214343438e-2	0
9.900e-05	-5.60090495810340621768619019312e-2	0
1.000e-04	-5.60137125067827181966626915508e-2	0
1.010e-04	-5.60183770894596459059050356219e-2	0
1.020e-04	-5.60230433294911852733763472686e-2	0
1.030e-04	-5.60277112273048548558952227955e-2	0
1.040e-04	-5.60323807833293534049897533130e-2	0
1.050e-04	-5.60370519979945614807490014473e-2	0
1.060e-04	-5.60417248717315430728741481038e-2	0
