0.000e+00	-2.00000000000000000000000000000e-2	0
1.000e-06	-2.00075140677480500037767432106e-2	0
2.000e-06	-2.00150562922505859377734876489e-2	0
3.000e-06	-2.00226267059959507038315762788e-2	0
4.000e-06	-2.00302253422768758130464042378e-2	0
5.000e-06	-2.00378522351948334530652846349e-2	0
6.000e-06	-2.00455074196645579362691729785e-2	0
7.000e-06	-2.00531909314187386953218135277e-2	0
8.000e-06	-2.00609028070128871000035072697e-2	0
9.000e-06	-2.00686430838303794791773600230e-2	0
1.000e-05	-2.00764118000876788443294064722e-2	0
1.100e-05	-2.00842089948397379265662384217e-2	0
1.200e-05	-2.00920347079855862571971878358e-2	0
1.300e-05	-2.00998889802741041439853283524e-2	0
1.400e-05	-2.01077718533099865194632270435e-2	0
1.500e-05	-2.01156833695598997662194493596e-2	0
1.600e-05	-2.01236235723588347568118303815e-2	0
1.700e-05	-2.01315925059166594806443365516e-2	0
1.800e-05	-2.01395902153248747712727282321e-2	0
1.900e-05	-2.01476167465635767913791138122e-2	0
2.000e-05	-2.01556721465086300816798129708e-2	0
2.100e-05	-2.01637564629390551336392024308e-2	0
2.200e-05	-2.01718697445446346045010275899e-2	0
2.300e-05	-2.01800120409337424570546787860e-2	0
2.400e-05	-2.01881834026414004759997117153e-2	0
2.500e-05	-2.01963838811375667880393465840e-2	0
2.600e-05	-2.02046135288356611942226292528e-2	0
2.700e-05	-2.02128723991013323108785577548e-2	0
2.800e-05	-2.02211605462614717100539569096e-2	0
2.900e-05	-2.02294780256134804522277423814e-2	0
3.000e-05	-2.02378248934347936126930855170e-2	0
3.100e-05	-2.02462012069926686211624459066e-2	0
3.200e-05	-2.02546070245542434580448800223e-2	0
3.300e-05	-2.02630424053968709861318242104e-2	0
3.400e-05	-2.02715074098187359384871069178e-2	0
3.500e-05	-2.02800020991497613374749753791e-2	0
3.600e-05	-2.02885265357628113811205616061e-2	0
3.700e-05	-2.02970807830851981081825534363e-2	0
3.800e-05	-2.03056649056104994372348176715e-2	0
3.900e-05	-2.03142789689106964719199376570e-2	0
4.000e-05	-2.03229230396486382742307622990e-2	0
4.100e-05	-2.03315971855908426289493763153e-2	0
4.200e-05	-2.03403014756206416598564538516e-2	0
4.300e-05	-2.03490359797516815081340948167e-2	0
4.400e-05	-2.03578007691417856503285710564e-2	0
4.500e-05	-2.03665959161071918151052519882e-2	0
4.600e-05	-2.03754214941371728589448947417e-2	0
4.700e-05	-2.03842775779090523776625741141e-2	0
4.800e-05	-2.03931642433036262683956474542e-2	0
4.900e-05	-2.04020815674210019147989867542e-2	0
5.000e-05	-2.04110296285968671459827340434e-2	0
5.100e-05	-2.04200085064192016226340089554e-2	0
5.200e-05	-2.04290182817454438291211911040e-2	0
5.300e-05	-2.04380590367201274020063419793e-2	0
5.400e-05	-2.04471308547930011039215987216e-2	0
5.500e-05	-2.04562338207376473590533499285e-2	0
5.600e-05	-2.04653680206706149042618387675e-2	0
5.700e-05	-2.04745335420710817800401099985e-2	0
5.800e-05	-2.04837304738010655901153419764e-2	0
